157;404
476;249
269;222
248;386
335;172
262;323
292;254
149;305
281;97
244;59
280;314
347;173
436;164
283;280
331;133
366;103
472;151
425;356
246;235
380;465
217;250
351;243
410;378
458;467
268;436
520;387
276;49
219;374
125;324
396;384
378;425
236;234
389;374
473;415
142;377
355;370
388;290
292;121
422;426
307;451
388;370
446;122
288;44
369;309
347;192
467;381
261;94
398;152
359;452
382;309
420;398
336;116
297;238
381;391
485;446
195;170
257;199
334;440
509;265
357;411
280;463
443;139
359;111
474;453
487;311
489;400
377;273
539;330
215;391
309;444
312;473
175;338
498;240
354;279
355;451
316;36
282;239
470;178
403;402
402;421
469;380
386;440
292;108
396;206
497;364
223;466
404;399
350;265
334;186
176;338
380;198
332;377
158;212
498;244
392;315
245;414
222;469
227;449
173;163
257;269
283;346
212;437
288;44
460;339
138;387
412;464
514;258
372;265
264;147
402;265
413;131
242;59
262;393
181;248
512;351
279;285
195;435
448;314
264;478
375;467
540;332
258;199
448;231
305;177
335;473
229;239
206;274
441;326
480;417
510;419
373;238
425;201
381;47
381;47
441;122
176;321
263;365
373;98
435;163
371;160
499;217
511;345
519;409
379;81
225;471
249;419
193;410
435;424
507;275
468;224
329;336
498;319
198;459
285;166
423;386
378;425
445;225
395;465
228;178
176;424
359;373
403;355
235;402
383;286
490;390
388;221
365;135
230;286
442;424
440;379
372;378
499;338
327;367
279;314
380;464
160;265
285;316
466;404
510;359
328;313
414;482
295;295
220;306
434;286
190;231
219;89
444;388
460;339
426;302
353;283
257;350
373;326
331;183
226;420
381;464
395;86
435;473
383;262
353;262
442;449
289;159
359;216
397;428
393;405
386;440
374;380
236;402
349;322
419;231
269;221
312;398
510;342
499;365
439;356
350;393
543;347
405;209
348;450
378;479
159;342
317;457
313;347
365;291
115;342
335;297
462;434
463;220
237;402
260;203
309;444
291;450
429;352
464;417
485;234
276;408
293;277
349;193
528;362
430;328
314;100
419;318
335;104
218;357
451;414
410;344
220;134
430;328
410;461
263;200
255;168
165;357
423;98
396;485
300;418
460;359
248;273
289;254
185;324
387;219
404;467
182;453
451;459
352;234
159;283
381;404
499;216
457;115
379;352
442;238
481;434
539;389
425;248
474;452
357;415
445;368
217;248
451;459
260;451
442;449
453;379
425;250
467;381
401;357
499;338
475;336
222;422
334;377
346;148
260;395
350;289
510;417
427;373
404;398
361;374
354;435
451;415
284;246
218;307
257;400
150;345
254;300
410;114
487;328
258;451
165;246
402;191
398;269
157;302
266;250
454;317
266;368
430;127
219;304
484;445
292;431
414;420
392;375
433;389
492;281
317;457
277;472
390;343
395;429
440;327
443;217
313;473
297;240
484;359
268;478
374;262
439;115
469;411
402;421
404;303
544;347
168;387
392;317
363;103
412;280
455;92
224;117
418;377
346;346
325;352
158;342
351;395
258;183
346;409
198;458
228;220
451;256
359;400
475;453
358;161
330;337
298;368
461;230
377;382
412;215
455;93
447;466
457;206
289;388
463;338
219;437
289;227
489;400
499;243
494;264
223;135
374;344
337;364
300;390
395;371
255;384
138;386
509;265
410;276
418;365
141;361
245;401
484;234
428;380
426;299
293;313
139;375
386;177
409;332
259;298
336;286
410;216
400;478
493;166
513;416
391;341
313;460
440;273
419;232
329;464
400;357
469;225
345;270
274;483
217;363
182;210
372;341
331;227
329;261
240;365
483;358
195;356
452;377
218;398
456;347
430;71
294;105
297;355
454;380
514;373
405;290
468;449
188;363
285;404
231;185
485;129
265;331
543;365
437;193
293;464
278;407
458;221
354;437
378;271
460;394
447;401
379;425
441;143
535;323
518;371
436;329
281;87
297;355
258;300
452;280
392;430
484;311
309;443
395;486
295;293
382;308
395;413
478;337
261;114
285;231
353;368
213;468
390;341
481;433
250;376
221;439
409;345
332;133
294;191
324;418
417;296
489;415
233;129
435;473
432;441
201;370
374;340
522;356
329;463
279;305
377;352
369;310
205;272
425;428
161;266
231;368
545;374
220;98
401;423
338;238
337;390
389;339
453;177
360;400
382;361
332;449
166;356
277;472
422;463
337;390
462;434
254;144
454;272
357;273
458;357
263;366
418;349
394;55
294;433
398;333
256;481
339;318
491;417
418;61
386;322
439;402
392;170
196;116
374;366
455;178
391;234
115;342
437;378
369;389
470;163
276;428
317;155
440;379
518;360
397;476
328;222
311;324
524;361
398;473
414;276
534;328
470;303
489;401
544;341
313;98
366;430
233;198
486;232
448;401
312;258
233;271
426;251
300;392
442;282
163;417
328;365
462;364
386;177
383;286
347;232
499;365
404;459
385;466
455;468
348;350
476;395
407;378
473;352
297;356
280;435
421;218
397;163
470;164
523;379
315;345
407;391
308;43
416;89
418;234
331;263
414;483
477;107
469;246
517;360
414;473
425;106
333;376
395;414
373;452
404;259
303;358
449;258
346;409
531;359
479;399
471;351
445;441
472;352
299;314
491;417
307;336
437;412
310;214
464;417
398;270
524;347
389;484
223;139
398;300
427;301
432;400
394;486
309;177
480;417
383;323
440;273
409;468
439;356
528;349
429;352
424;399
430;351
433;439
522;354
404;288
381;371
415;382
305;84
294;472
284;330
470;256
354;437
390;170
380;391
337;390
505;410
429;321
494;335
439;400
466;197
404;190
407;247
377;458
137;389
445;449
346;409
483;200
431;157
449;473
138;392
336;388
484;312
282;349
484;185
454;285
165;418
382;369
313;437
391;406
362;365
435;389
386;426
481;417
402;382
412;219
346;391
437;440
535;323
420;398
284;329
386;284
503;397
430;302
378;243
240;95
502;415
381;392
392;474
363;333
482;443
500;354
469;166
249;235
307;226
392;340
129;368
430;378
490;389
349;451
341;469
202;464
263;324
257;383
351;453
520;385
507;266
438;218
491;168
